mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,mfcc21,mfcc22,mfcc23,mfcc24,mfcc25,mfcc26,mfcc27,mfcc28,mfcc29,mfcc30,mfcc31,mfcc32,mfcc33,mfcc34,mfcc35,mfcc36,mfcc37,mfcc38,mfcc39,label
-230.36378,127.07773,7.1146965,39.767056,1.9217217,17.410606,-5.626918,8.2406645,-18.116043,13.844725,-3.7571108,2.579849,-4.3167143,6.797995,-6.1670146,-6.2006335,-4.501897,-1.8255954,-0.51590997,1.507184,8.99447,4.414147,6.2053766,-1.6326698,-0.39314446,-3.0037675,1.587629,0.1681621,4.99297,0.5634801,1.4701096,3.0915086,6.6852365,6.4862194,4.5193596,-0.7840293,-2.265273,-0.41921136,-2.6120565,-0.8502432,blues
-264.67126,138.85434,11.167329,48.523926,14.904312,20.586437,3.2061763,1.2635794,-15.839374,15.975112,3.358218,-1.5066409,1.8969209,6.3134995,-0.995984,-2.414784,-3.6791573,0.49927172,5.04406,-0.7863167,5.0121827,-0.1440695,-1.5629919,-1.0378022,3.0504642,-1.9822404,2.4294603,2.3189197,0.09845787,0.20578294,1.6858252,1.7363489,1.0081261,0.62305075,1.9171833,2.6859033,-0.4608296,3.3247647,3.393175,1.1272767,blues
-233.96312,136.14453,3.3066366,48.930626,8.705184,13.989511,5.3627157,0.410189,-13.483557,16.860369,5.134752,-2.2307272,3.9538214,5.3132124,0.807943,-1.1003901,-4.539631,-2.4259493,3.3244362,-0.6058454,7.0706553,3.0539253,0.5766663,0.6006792,2.7848122,-1.4426728,2.048664,5.606962,2.9332485,2.103997,2.5272934,-0.45601046,-2.2324367,0.11536402,-0.46478385,-0.151489,-0.3059025,5.0410714,5.3123503,1.6475724,blues
-227.2558,137.76518,-14.502317,63.57536,5.601749,11.988768,1.8891491,-1.8709356,-7.618036,-2.4516425,-2.8980217,-9.433825,-10.939208,3.563646,4.152738,0.09471214,-2.9802272,-1.3866446,7.5348935,-3.0437849,-5.8704123,-3.2586572,0.83579266,3.7291644,3.7117362,1.764832,-0.19198148,-4.302011,0.28750777,1.4619998,3.9184895,7.197074,4.645343,-0.21001527,-7.197778,-7.1101923,-2.1515152,0.72924656,-2.297558,-3.8659825,blues
-274.37683,130.40738,-6.357467,70.388214,13.269663,9.47218,7.7330894,-1.2365493,-0.570988,-2.2971628,3.7794154,0.08548226,-0.936857,2.2968419,4.2896338,-1.6617897,-10.439051,-6.7934256,-1.0635625,-1.5890816,-1.1818289,-1.273819,2.4839592,3.054193,1.3547114,1.8956174,-0.60382885,-1.5892918,5.5003,8.9374075,7.526288,5.8485994,2.1606169,-3.352841,-7.3253427,-4.633224,-1.1211294,-0.9452619,-4.8595915,-5.7443247,blues
-249.31532,131.00032,0.67786974,66.70416,17.911272,4.623277,6.603809,1.2421155,1.409941,-1.5849273,-0.9725386,-3.5726156,-2.9297993,4.5961614,7.480731,-0.1930645,-2.8259156,-2.6829553,0.74113846,-0.5292366,-3.014625,0.9686775,1.4384369,1.6078532,2.9502316,1.343986,-0.25526968,0.12503994,4.1796665,6.5274825,2.555041,-1.4900765,-1.5836749,-4.080866,-5.6692004,-2.2922876,-0.6879482,-1.5162853,-4.7850847,-1.816695,blues
-284.64056,108.80131,9.085319,51.198063,18.071892,7.6021547,8.755716,2.3540907,0.003367177,2.2484956,4.1991253,-3.283064,1.6176826,2.6794717,3.3437948,3.2793777,-4.5331836,0.48806846,5.9214964,3.2215705,1.8752784,1.3635288,2.4384897,0.6670243,-1.7899382,-1.4184328,-1.3413029,-1.8754863,-2.5204391,-2.2657835,-1.2103511,0.46558467,0.1684994,-3.2945669,-4.229752,-2.2400405,1.0810902,0.17249902,-4.9059396,-2.502637,blues
-228.20984,130.32317,-23.311424,70.20095,1.1310545,7.584427,0.9005106,1.9828155,-6.1644154,-9.382748,-2.5637798,-4.5257525,-0.2604643,0.17552163,-1.522912,1.4664073,-6.979135,-8.328394,4.236806,0.98863924,2.6297536,1.5644879,0.11981881,-2.6892385,-2.3507226,-0.30127728,-1.4663258,-0.2584374,-0.14734557,-3.940244,-3.1054404,-4.2642937,-6.720831,-5.172053,-7.489422,-6.5608854,-5.5054173,-4.5530868,-3.5563025,2.6742883,blues
-248.98882,139.05774,-16.27087,57.137146,20.188509,10.186957,4.5429106,0.33107182,-7.8745785,-3.4545717,-2.6574361,-2.8329575,-0.90465844,-2.4093254,2.5699363,-5.8520565,-12.404833,-7.3133807,-0.93787175,-2.6867254,-3.0036664,-2.4216294,-0.8222048,1.1910577,0.73448426,-0.57535183,-3.1793349,-2.4051156,2.0995448,4.7656183,7.230378,5.9440603,0.5437705,-4.5021176,-6.732067,-3.299359,-0.21187903,-0.78192675,-4.743557,-4.419282,blues
-233.72897,101.19028,17.647955,23.734175,2.0825462,25.936394,-16.956385,15.084952,-22.273954,4.38161,-23.201656,-6.050581,-5.067927,1.0592695,-5.7868648,-8.313065,-11.38215,-6.724383,-10.016952,-14.028803,-13.949056,-12.287151,-15.633726,-17.245676,-7.6343775,-11.212245,-7.3376966,-12.7098255,-6.6017103,-7.423319,-6.497982,-3.3882911,-1.7051293,-6.9412313,-3.5822368,-3.7442656,-6.607316,-0.35946742,-1.0142548,-4.3448577,blues
-206.93233,117.80414,23.241365,28.308992,-1.1260129,18.867393,-21.973022,17.844067,-25.595348,2.139523,-17.782476,-8.011028,-17.610441,-8.119411,-8.629656,-15.530965,-15.322778,-9.662423,-10.0919695,-17.832165,-6.5322485,-6.57585,-12.746852,-12.201312,-8.9896965,-12.402233,-5.775627,-11.5358515,-6.611138,-7.0919957,-11.969863,-12.416803,-10.964233,-10.986853,-8.7027025,-3.1680043,-3.4803743,-4.7286434,-0.5413456,1.4676636,blues
-221.87302,110.8554,18.636082,30.92296,3.2964358,22.585636,-20.403688,12.121833,-26.332514,-4.367301,-26.395552,-13.04718,-12.667627,-1.8228295,-7.255051,-6.657476,-14.686026,-11.712328,-11.020866,-13.38948,-15.688604,-15.295576,-13.746363,-16.167002,-5.245365,-11.316533,-9.463653,-14.043401,-6.326785,-2.2048538,1.1523641,0.3406921,-4.7450657,-4.6580153,-2.2135575,-5.0302696,-7.110278,-2.4203188,-5.5894,-9.189036,blues
-288.7327,105.90115,18.776207,23.682646,5.682041,25.54894,-13.463247,12.437668,-11.96367,1.5746145,-15.640524,-6.632071,-11.693039,-2.9267635,-7.375716,-15.693879,-10.976883,-10.892728,-18.505384,-19.104548,-8.738504,-10.333421,-14.998673,-17.337934,-11.286086,-6.723762,-3.687154,-5.666548,-4.602923,-8.290403,-6.592128,-9.4573345,-9.7368145,-10.604955,-8.316306,-3.0675883,0.79840195,-1.6843294,-3.3653228,-3.9760308,blues
-238.96988,108.68233,34.158817,30.20716,-0.49822143,27.279755,-21.377928,14.166391,-24.509224,-1.8904003,-28.051817,-11.25711,-16.457558,-7.6354303,-12.788069,-15.356444,-13.739163,-7.4004874,-10.083455,-13.290667,-8.915051,-11.1632185,-14.159268,-15.470993,-8.656145,-8.817093,-1.4028388,-9.850776,-6.2584867,-8.975222,-8.7732,-8.086417,-6.114739,-7.817044,-7.5446596,-8.01763,-5.897451,-1.0585686,2.224824,3.7218995,blues
-217.18364,105.78522,15.602849,25.248842,-1.4500507,30.19327,-17.716621,17.319042,-27.213602,4.338282,-20.0573,-10.700286,-14.228785,-5.1557755,-3.4822614,-6.1949673,-15.323166,-6.8316145,-9.825101,-13.942625,-13.694591,-15.135343,-11.592969,-13.282487,-4.788962,-6.9643188,-5.5628605,-13.958131,-11.704697,-6.4005704,-6.0006156,-5.206413,-3.7519557,-6.6200914,-2.2940338,-3.02492,-6.7121067,-3.8012352,-0.49343497,-4.5835834,blues
-171.79478,120.28173,15.331755,21.094315,-5.3954434,24.185543,-24.130846,18.545134,-22.342922,1.3107386,-20.765268,-4.991692,-17.108126,-7.874077,-15.293675,-9.349588,-8.917147,-8.521506,-14.332618,-19.928354,-14.489272,-4.4329677,-6.340664,-13.9745655,-15.092772,-18.510973,-9.768491,-7.230452,0.020662643,4.3913465,-0.72954136,-7.5961366,-6.391265,-6.6344085,-7.5399523,-7.345588,-5.2601433,-6.4820533,-6.3342705,-8.995858,blues
-200.18538,116.348595,17.990738,25.287695,0.28717092,24.193773,-22.253931,11.182934,-26.854319,-7.637254,-24.876745,-12.010829,-17.024942,-8.125703,-11.95662,-12.614474,-14.187262,-8.2080765,-15.015217,-10.310198,-10.416924,-12.85625,-11.82706,-17.593256,-9.0337305,-8.072909,-0.29875213,-6.7345223,-3.2474453,-4.5177336,-3.5131998,-7.0742235,-2.255619,-8.151273,-11.330888,-6.8585954,-6.482192,-0.15428352,6.32857,2.9907181,blues
-328.56018,102.709816,19.872597,26.714405,7.1520658,22.708387,-6.9570885,12.789707,-10.729283,-0.4425993,-12.386709,-8.909131,-9.215009,-9.087684,-8.995918,-7.6505113,-7.210643,-9.389373,-4.4802656,-3.671359,-1.0500294,-2.5922723,-11.53364,-19.036211,-13.710567,-4.6349545,-0.20687425,-7.197426,-8.904481,-11.24285,-7.8009944,-2.966344,-6.14186,-11.273276,-11.240985,-8.961031,-8.092617,-3.8286858,7.529799,10.96368,blues
-192.69032,111.157486,21.351843,26.396648,-0.6495014,23.48705,-25.476696,16.92198,-16.971931,5.785404,-25.736197,-5.053074,-17.632252,-7.9180593,-15.15891,-12.352483,-17.237364,-7.785286,-13.0390215,-17.93637,-8.50349,-4.932542,-11.499352,-10.165698,-8.138459,-17.354864,-5.1305103,-9.575147,1.0095495,5.3740363,3.4093542,-2.8604195,-3.4028218,-6.194467,-3.807877,-4.6147337,-5.036284,-6.7675576,-6.642986,-10.254915,blues
-301.70804,111.53328,21.896053,16.15057,8.19879,22.081917,-8.601798,1.4827532,-17.077759,-8.343712,-17.010778,-10.576027,-15.687029,-12.606835,-12.262773,-14.563126,-10.112008,-5.792038,-7.775544,-7.1875286,-6.5276713,-6.2256765,-12.392903,-16.330412,-11.472735,-12.738586,-3.4837852,-6.53221,-7.4564347,-7.576477,-8.2145405,-9.293279,-4.620134,-7.6602817,-11.390906,-7.40617,-8.525244,0.106806025,6.2724376,3.9126132,blues
-110.285034,90.71587,-2.5352983,74.0649,-11.763082,39.210945,-13.171311,20.544197,-17.162983,12.8139715,-21.437147,5.957196,-8.026906,4.240609,-16.484732,6.549282,-5.6958103,-3.6384895,-4.8583665,1.8528221,-5.4905133,-4.6858053,-0.9748981,1.8306034,2.8904068,0.60264266,-2.7087307,-2.999348,-2.9526606,-4.846997,-0.7741972,-2.2701895,0.8963268,1.6736244,0.50677997,-1.891847,3.0022397,-2.172773,-2.8511834,-5.2350655,blues
-107.203255,88.49289,-4.1719,55.477848,-8.0177145,38.413597,-6.4136605,28.57575,-19.81994,13.244698,-19.248566,12.076122,-4.582267,3.78424,-16.988953,11.621647,-7.3614454,-3.6652527,-7.1768236,1.9731815,-1.8434201,-0.7352211,3.1615312,4.29234,-1.195694,-3.9111903,-10.618957,-3.9262722,-2.185116,-0.3870937,-0.7586798,-5.421643,-1.6411012,0.9019108,1.4729375,-3.9549694,0.57068574,-1.9387333,-2.0545948,-5.0004163,blues
-159.5804,69.80602,-4.402107,76.845116,3.914898,45.175888,-4.860274,32.20158,-9.805074,7.809358,-21.826738,9.695749,-2.5847607,3.3108444,-14.973028,10.230251,-4.087701,-5.848176,-2.4740317,6.6542916,3.7019038,-10.249194,-6.6819367,-5.445489,-2.3692513,-1.8140037,-1.6112292,-1.6633469,-6.1227393,-4.0859275,3.001086,-7.9225335,-6.0863194,-2.7076602,-2.3298,-5.5765667,4.6983795,-0.08250344,-3.123962,-1.3034078,blues
-109.1407,100.61965,-8.666454,47.35473,-6.568465,39.617756,-8.521924,29.572609,-16.594837,13.170881,-24.213415,6.5830193,-8.652447,4.9302616,-15.440971,1.5342579,-6.7545257,1.4151897,-3.9717412,3.2871606,0.02750991,-0.28059065,-1.1346575,-2.142058,-2.795633,-1.3754362,-6.018461,-2.6218426,1.7071072,-2.3855734,-0.7855012,1.5346122,-1.5727082,-4.3335276,-0.50341177,-1.9408447,0.2005193,-1.9683926,-0.7451023,-1.7745262,blues
-109.53125,86.9288,-8.606026,64.480484,-6.302876,43.645935,-8.295385,28.543201,-14.081493,8.137968,-21.48412,11.087112,-5.095304,3.9801104,-12.861201,12.336353,0.017295111,-0.7424919,-5.134484,3.2994618,-0.542882,-6.321916,-2.9085217,-0.7877574,-3.945224,-3.0822587,-6.942631,-4.2083735,-5.2391105,-0.6508212,3.247983,-4.440081,-2.2394855,0.3169321,-1.2132368,-5.226581,3.1949692,-1.5842514,-3.5638866,-5.2603116,blues
-163.24342,89.78384,12.974768,80.69835,3.6637852,39.734093,-5.409266,26.490929,-13.169032,2.7055442,-20.547697,6.0114055,-2.906491,-0.43132123,-17.537827,4.16445,-5.9858317,-7.8653197,-8.567486,1.8536397,-1.1193117,-7.0204196,-3.7936182,-6.2637053,-2.58008,-5.9186983,-6.963161,-5.9157248,-2.9906425,-5.0551424,3.2448483,-3.775793,-6.751654,-1.679814,-1.5103492,-4.264434,0.12440067,-2.8115275,-3.284448,-7.279067,blues
-182.60481,90.67421,14.12465,67.553,2.6751468,38.430412,-8.419176,24.123713,-13.794528,4.8405757,-16.67912,5.8271165,-5.1463914,0.19292581,-14.491466,6.862848,-4.4426827,-2.9876115,-4.819629,5.403775,-1.1536608,-4.647284,-4.403297,-1.5572805,-0.097690284,-0.71544164,-3.3997147,-3.9978857,-4.2049813,-5.097391,3.0848918,-2.8991585,-2.2627962,0.2434493,-0.31889775,-1.2824659,2.526778,-0.51669157,-1.7804112,-2.69299,blues
-149.96422,93.663895,6.347334,71.49793,-8.129108,36.19368,-9.783754,17.647097,-21.112293,-0.13059248,-22.204636,5.4265747,-7.464398,-4.32986,-12.407085,9.623547,-5.024197,-3.7060933,2.3371365,4.1607966,2.0204585,-6.773987,1.9676379,1.9957988,-2.0871778,-0.91580105,-4.963129,-5.8848257,-7.449598,-6.8541446,-0.8066167,-1.5291181,2.9393754,-3.5821483,-1.695925,-3.3744025,1.1251214,-2.2160118,-4.4162035,-5.3137116,blues
-106.39663,102.66919,-20.160875,59.366917,-9.960423,33.70237,-14.18707,23.524563,-13.328021,16.00551,-18.926495,7.8249483,-7.797836,4.040653,-11.352145,2.0696397,-5.7369723,0.46918136,-1.9118739,-3.1344132,-7.8752975,-2.8274465,3.5163977,0.8955295,1.4472141,-3.4338045,-8.370855,-4.699224,0.61125004,-0.9292306,-1.6842744,-4.906317,-1.7279164,-4.256902,0.99579126,-2.1357415,2.1184096,-2.3407238,-1.8910525,-5.883964,blues
-255.96312,110.83974,21.46607,67.558914,4.2955728,43.095005,-4.5027637,10.435257,-8.718684,1.6503065,-20.581207,-2.4358413,-7.146028,-11.169808,-12.609449,2.7359972,-8.942252,-7.9447255,-2.3537965,-0.71453446,1.5596076,-5.9308825,0.43965563,-0.69441044,0.20181186,1.3157308,-3.9469545,-4.8841343,-0.62068325,-1.1773525,-1.0788716,-5.3106294,-0.5921566,-4.212368,-6.220847,-4.953977,-1.2724367,-2.6642005,-4.9474216,-2.967628,blues
-83.02948,107.10441,-25.338032,57.1057,0.079835944,34.69768,-11.060306,20.54429,-11.203026,14.825527,-10.235623,12.548191,-9.764642,2.562844,-6.288033,3.0061865,-8.714562,-0.33176595,-2.9872,0.7050281,-0.7283392,6.8965554,2.3243623,-1.488839,-1.0382704,-3.992891,2.0545237,0.8933286,-0.32348552,-1.8703371,0.21397199,-3.1689012,-1.3920583,-2.5743985,2.764515,-0.94197744,-0.29842842,-6.6922097,-1.9204286,-0.4347697,blues
-55.631004,114.95141,-37.049217,64.900314,-7.1699824,15.256332,-16.24762,18.646315,-9.762152,21.460814,-5.662462,12.79181,-16.540878,3.7969823,-7.9076304,8.472277,-4.0752034,3.2032907,-5.1877713,-1.2790166,0.47259334,3.4297645,-1.1249185,0.2942577,-0.33405316,-4.6403294,1.470479,-1.7529219,-3.1423008,-1.4839514,-2.513141,-5.931012,1.7752321,-2.1785011,2.8713078,-3.3973367,-2.2930582,-5.088395,-2.6496494,-3.7363613,blues
-225.26271,117.62649,-14.538812,64.79437,12.911809,19.036669,10.670199,9.886925,-2.3937402,11.683764,1.541284,3.0635996,-7.6256146,-8.957072,-4.3462014,-0.06465936,-2.5570846,-3.443867,-3.8725183,1.3121445,3.709973,-3.57398,-4.8368335,-1.1336876,-1.5348712,-0.46909237,9.413,3.2189057,-3.421943,-3.1306112,-5.944589,-5.984574,-3.3430808,-2.3584068,3.326002,3.2963998,-1.3604913,-2.8142142,-3.4620597,-3.4659722,blues
-76.74659,105.75112,-43.19778,60.959892,-8.785326,21.246374,-12.868538,18.610828,-11.409451,14.548588,-6.0564647,12.733198,-9.375089,1.3552763,-3.620528,7.00021,-4.0652156,-0.27187526,-3.706461,-0.49440092,0.16905747,0.6624916,0.36414227,4.2509885,3.9772143,1.1675123,6.210017,-0.7292625,-1.403668,0.92120904,-2.946698,-6.231897,-0.2702385,-0.035114948,3.704524,0.17802224,-2.3045945,-2.4148664,0.5280302,-2.4457755,blues
